2
45
5
0.5D0
0.8D0
0.09D0
0.05D0
0.016D0
0.0 0.0 8.5 0.0 0.0 0.0
121.2 -21.6 760 -301 0.0 0.0
133.6 -31.3 795 -182 0.0 0.0
280.5 -32.9 50 283 0.0 0.0
302.8 -44.3 59 158 0.0 0.0
75.9 -73.6 925 -116 0.0 0.0
332.9 -75.7 1480 123 0.0 0.0
119.0 -3.3 660 -345 0.0 0.0
119.8 -14.3 660 -203 0.0 0.0
119.3 -26.3 760 -355 0.0 0.0
120.8 -14.5 660 -204 0.0 0.0
120.7 -21.1 760 -254 0.0 0.0
121.2 -22.0 760 -206 0.0 0.0
121.7 -24.8 810 -380 0.0 0.0
287.5 -83.2 87 108 0.0 0.0
126.8 -40.9 620 -286 0.0 0.0
129.7 -60.6 725 -234 0.0 0.0
128.9 -29.2 700 -188 0.0 0.0
272.2 -68.9 395 -13 0.0 0.0
237.1 -65.7 138 49 0.0 0.0
144.7 +10.5 1300 -99 0.0 0.0
260.1 -22.2 100 223 0.0 0.0
196.9 +52.4 800 24 0.0 0.0
233.2 +43.8 1345 301 0.0 0.0
262.1 +23.1 1250 404 0.0 0.0
263.1 +22.3 1235 362 0.0 0.0
226.0 +49.1 250 248 0.0 0.0
246.1 +39.9 1440 335 0.0 0.0
243.5 +42.3 86 226 0.0 0.0
220.2 +67.2 210 2 0.0 0.0
310.7 +77.0 1590 214 0.0 0.0
105.0 +44.8 63 -235 0.0 0.0
86.4 +34.7 79 -288 0.0 0.0
5.6 -14.1 24 142 0.0 0.0
21.1 -16.3 1180 -79 0.0 0.0
25.3 -18.4 500 -48 0.0 0.0
34.0 -31.3 1025 -136 0.0 0.0
343.9 -50.2 1590 116 0.0 0.0
322.9 -47.4 895 130 0.0 0.0
11.9 -70.9 1320 62 0.0 0.0
94.8 -43.5 760 -184 0.0 0.0
101.4 -72.9 775 0.0 0.0 0.0
126.2 -15.1 810 -403 0.0 0.0
109.5 -9.9 690 0.0 0.0 0.0
106.0 -36.3 815 -354 0.0 0.0
